链接,图片链接,标题,价格,人数,评论人数,景点,供应商,时间,出发地/旅行团/著名景点,标签
http://www.tuniu.com/tour/210634714,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<伊尔库茨克贝加尔湖5日游>上海正点直飞，1天自由活动，利斯特维扬卡小镇，29人精品小团，,￥6878,87%,12,2人,",贝加尔湖博物馆，贝加尔湖",乐逸达,8月30日，9月6日，9月27日,",上海出发| 上海成团",湖光山色
http://www.tuniu.com/tour/210634690,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,[国庆]<迪拜+阿布扎比+俄罗斯11天游>深起港止，阿联酋航空，两国联游，迪拜博物馆，扎耶德清真寺，莫斯科红场，圣彼得堡,￥7579,100%,14,1人,",法拉利主题公园，迪拜水上飞机，迪拜文化博物馆，夏宫，朱美拉棕榈岛，红场，滴血大教堂，酋长宫殿酒店，迪拜博物馆，哈利法塔",五洲行（深圳）,国庆，9月15日，9月21日，9月29日，10月1日,",深圳出发| 深圳成团| 欧非两国游 斯大林式建筑 沙漠王国 ",null
http://www.tuniu.com/tour/210135563,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,[中秋]<法瑞意+希腊15日游>途牛自营，30人团，千人出游，圣岛两晚悬崖酒店，内陆加飞，铁力士，卢浮宫，凡尔赛宫，the mall，WiFi2人一台，拒签全退,￥16999,96%,1016,291人,",琉森（卢塞恩），协和广场，蒙帕纳斯大厦，罗马斗兽场，凡尔赛宫，圣天使桥，圣马可广场，君士坦丁凯旋门，铁力士山，香榭丽舍大道",牛人专线,10月20日，11月17日，12月1日，1月12日，3月8日,",上海出发| 上海成团| the mall 威尼斯  铁力士 意大利特色餐",湖光山色可异地按指纹有自由活动
http://www.tuniu.com/tour/210647572,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<北欧四国+俄罗斯13-15日游>初秋欢乐尾货，超值一价全含，全程直飞，松哈双峡湾，嗨坐峡湾游船，克宫叶宫、夏宫花园、冬宫、腓特烈堡入内参观,￥16148,100%,16,1人,",西贝柳斯公园，岩石教堂，彼得保罗要塞，赫尔辛基大教堂，诺贝尔和平中心，哈当厄峡湾，卡伊沃公园，马尔默厄勒海峡大桥，克里姆林宫，冬宫",泛美旅游,9月17日，10月16日,",上海出发| 上海成团| 拒签全退 双峡湾 俄罗斯 北欧四国 ",湖光山色
http://www.tuniu.com/tour/210133898,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,[国庆]<法国+瑞士13日游>25人小团 、全含0自费、7月薰衣草、摩纳哥、南法尼斯、TGV/金色山口双火车，南针峰/少女峰双雪山、双特色餐，2人wifi,￥24778,90%,113,28人,",琉森（卢塞恩），协和广场，莱茵瀑布，蒙帕纳斯大厦，琉森湖，廊桥水塔，卢克索方尖碑，塞纳河，苏黎世湖，大喷泉和大花钟",众信旅游,10月15日，10月29日,",上海出发| 上海成团| 25人小团 特色酒店 ",湖光山色可异地按指纹纯玩无购物
http://www.tuniu.com/tour/210565064,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<法国-意大利-瑞士-德国11-13日游>含服务费，雪朗峰，金色山口，HU双宫，塞纳河游船，贡多拉，双铁，热气球，PS去五渔村，罗马巴黎深度,￥13349,100%,2,1人,",叹息桥，协和广场，金色山口快车，东边画廊，圣马可教堂，新天鹅堡，奥林匹克花园，罗马斗兽场，凡尔赛宫，玛丽亚广场",优加旅游,9月2日，9月5日，9月13日，9月19日，10月8日，10月20日，10月22日，10月27日,",北京出发| 北京成团| 金色山口 卢浮宫含讲解 贡多拉游船 特色餐 塞纳河游船 凡尔赛宫",null
http://www.tuniu.com/tour/210518351,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<德国+法国+瑞士+意大利14日游>青岛起止，济南按指纹，科尔马小镇，巴黎大小皇宫，卢浮宫，楚格小镇，巴黎自由活动,￥6287,100%,2,1人,",叹息桥，协和广场，巴黎大皇宫，香榭丽舍大道，琉森湖，圣母百花大教堂，罗马斗兽场，卢浮宫，埃菲尔铁塔，狮子纪念碑",wecool旅行,国庆，9月5日，9月12日，9月19日，9月26日，10月3日，10月10日，10月17日，10月24日，10月31日，12月10日，12月24日，12月31日,",青岛出发| 青岛成团| 青岛起止 科尔马小镇 阿姆斯特丹",湖光山色有自由活动
http://www.tuniu.com/tour/210641997,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<德法意瑞四国9晚13日游>山东成团 瑞士西庸城堡入内参观 金色山口快车 巴黎卢浮宫入内PAD讲解  巴黎凡尔赛宫入内含讲解器,￥12590,100%,2,1人,",琉森（卢塞恩），叹息桥，协和广场，大卫像，罗马斗兽场，黄金屋顶，圣马可广场，冰川3000观景点，卢浮宫，埃菲尔铁塔",华夏假期,9月5日，9月12日，9月19日,",济南出发| 山东成团| 山东成团 一价全含 封杀自费 ",城市观光有自由活动
http://www.tuniu.com/tour/210584492,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<法国瑞士12日游>少女峰，尼斯游船出海，百年丽都秀，双列车，阿兹山城，阿纳西，里昂，双宫讲解，游船，金山TGV，卓别林博物馆，四星27人团,￥24686,100%,2,1人,",奥林匹克博物馆，国际奥委会总部，联合国总部，协和广场，金色山口快车，巴黎塞纳河游船，圣彼得教堂，摩纳哥大教堂，里昂老城区，摩纳哥热带植物园",领先旅游,9月26日,",北京出发| 北京成团| 一价全含 精选四星酒店 巴黎自由活动 27人小团 漫游宝/2人 资深导...",湖光山色
http://www.tuniu.com/tour/210136757,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<法瑞机票+当地11日游>4/6人团，双宫加香波堡，木屋酒店，酒庄品酒，情侣酒店，巧克力加工厂， 奶酪火锅，异地指纹,￥35885,100%,2,1人,",琉森（卢塞恩），铁力士山，卢浮宫，凡尔赛宫，香波堡，苏黎世湖，日内瓦湖",瑞士信和,10月26日,",北京出发| 北京成团| 行程不赶路 高端商务车 专业华语司导 360度缆车 无自费 巴黎老佛爷",城市观光免费WiFi
http://www.tuniu.com/tour/210163245,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<意大利一地机票+当地10晚12日游>纯玩6人小团 4星住宿 意大利深度卡布里岛 西尔米奥奈 庞贝古城,￥22428,100%,2,1人,",叹息桥，大卫像，圣马可教堂，斯卡利杰罗桥，佛罗伦萨市政厅广场，阿雷纳圆形竞技场，西尔米奥奈，圣天使桥，圣马可广场，君士坦丁凯旋门",印旅行,国庆，9月30日，10月1日，10月9日，10月13日，10月17日，10月23日，11月6日，11月13日，11月20日，11月27日，12月3日，12月10日，12月17日，12月24日，12月31日,",上海出发| 上海成团| 卡布里岛 意大利深度游",海滨/岛屿
http://www.tuniu.com/tour/210660685,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<伊尔库茨克贝加尔湖5日游>上海正点直飞，1天自由活动，利斯特维扬卡小镇，29人精品小团，纯玩和常规线任你选,￥6728,100%,2,1人,",贝加尔湖博物馆，贝加尔湖",乐逸达,8月30日，9月6日，9月27日,",上海出发| 上海成团",湖光山色有自由活动
http://www.tuniu.com/tour/210654980,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<俄罗斯莫斯科-圣彼得堡-新西伯利亚9日游>欧亚3地全景，新品杂列吉亚公园，喀琅施塔得军港，金环古城，皇家庄园，新西伯利亚,￥7175,100%,2,1人,",察里津诺皇家庄园，红场，青铜骑士，滴血大教堂，涅瓦大街，冬宫，莫斯科河，冬宫广场，圣彼得堡狮身人面像，列宁山",浪漫俄罗斯,8月29日，9月14日，9月21日,",北京出发| 北京成团| 欧亚三地全景 新西伯利亚 金环小镇 皇家庄园 喀琅施塔得 俄式风味餐",城市观光
http://www.tuniu.com/tour/210147727,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<奥德法意瑞荷14日游>全含，荷兰深度，风车村，羊角村，阿尔卑斯动物园，皮拉图斯，金色山口快车，双宫含讲解，三游船，新天鹅堡，wifi,￥14686,100%,2,1人,",金色山口快车，巴黎塞纳河游船，新天鹅堡，库肯霍夫公园，卢浮宫，皮拉图斯山，凡尔赛宫，羊角村",全景旅游,9月18日，10月25日,",北京出发| 北京成团| 雪山 ",null
http://www.tuniu.com/tour/210366117,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,[国庆]<英国-爱尔兰12日游>4星，维珍直飞，温莎堡，爱丁堡，莫赫悬崖，巨人堤，温德米尔湖区，宝尔势格庄园，英式特色餐，购物村，自由伦敦,￥18156,100%,64,5人,",宝尔势格庄园，大英博物馆，都柏林之门，温莎城堡，白金汉宫，西敏寺大教堂，伦敦塔桥，英国议会大厦，凤凰公园，老特拉福德球场",欢程假期,国庆，10月4日,",上海出发| 上海成团| 炸鱼炸薯餐 双大学城 温德米尔湖 莫赫悬崖 ",有自由活动
http://www.tuniu.com/tour/210648846,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<莫斯科-圣彼得堡-金环小镇8日游>广州起止，全程四飞，五星酒店，传统木屋别墅，红场，克里姆林宫，金环小镇，冬宫，夏宫，叶卡琳娜花园琥珀宫,￥16899,100%,3,null,",瓦西里大教堂，列宁山，夏宫，彼得保罗要塞，红场，青铜骑士，滴血大教堂，克里姆林宫，冬宫，喀山大教堂",享游俄罗斯,国庆，9月28日，9月29日，10月1日,",广州出发| 广州成团| 中俄美食搭配 感受苏联文化 探索战斗民族 游览经典景点 ",城市观光有自由活动
http://www.tuniu.com/tour/210602674,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<德法意瑞四国13日游>双古堡维尔茨堡、罗腾堡，双游船贡多拉、塞纳河游船，双小国奥地利水晶小国、列支敦士登,￥13670,80%,21,2人,",巴黎塞纳河游船，圣吉米尼亚诺，蒙马特高地，凡尔赛宫，列支敦士登宫",品优行,国庆，9月11日，9月14日，9月18日，9月21日，9月28日，10月5日，10月12日，10月16日，10月19日，10月25日，10月26日，10月30日,",郑州出发| 新郑市成团",城市观光有自由活动
http://www.tuniu.com/tour/210147612,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<英国+法瑞意德14天游>深圳出发，一次指模，直飞伦敦，大英博物馆，童话小镇科尔马，古城锡耶纳，跟随花儿与少年取景地圣吉米尼亚诺，特色餐,￥17248,96%,19,3人,",巴黎塞纳河游船，温莎城堡，白金汉宫，圣马可教堂，枫丹白露宫，伦敦市政厅，凡尔赛宫，伦敦塔桥，卢克索方尖碑，圣马可广场",成功之旅,9月27日,",深圳出发| 深圳成团| 大英博物馆 科尔马 新天鹅堡 滴滴湖 布鲁塞尔 特色餐",有自由活动
http://www.tuniu.com/tour/210445236,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<俄罗斯莫斯科-圣彼得堡7日游>直飞，冬宫，夏花园，莫斯科地铁，红场，莫斯科大学，卡洛明斯科娅庄园,￥4925,100%,83,7人,",莫斯科地铁，瓦西里大教堂，斯莫尔尼宫，夏宫，红场，滴血大教堂，列宁墓，克里姆林宫，冬宫，谢尔盖耶夫圣三一大修道院",金色俄罗斯,国庆，9月28日，9月30日，10月6日，11月15日，11月18日，11月21日，12月1日，12月3日，12月6日，12月24日，12月25日，12月28日,",上海出发| 上海成团",有自由活动
http://www.tuniu.com/tour/210609798,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<西班牙+葡萄牙10-11日游>厦门出发 福州指纹 马德里皇宫（含官导）、圣家族（含官导）、奎尔公园（含官导）、阿尔罕布拉宫花园,￥11747,100%,1,1人,",奎尔公园，阿尔罕布拉宫，马德里皇宫，龙达，罗卡角，神圣家族教堂",全景旅游,10月24日，11月30日，12月7日,",厦门出发| 厦门成团| 龙达 米哈斯 里斯本 ",湖光山色有自由活动
http://www.tuniu.com/tour/210151753,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<西西里岛-马耳他-塞浦路斯三国12日游>16人小团，塞浦路斯博物馆，爱神岩，格力悬崖，卡利普索洞穴，埃特纳火山，古希腊神殿谷,￥29190,100%,1,1人,",西西里岛",五洲行（欧澳）,中秋，9月23日，10月27日，11月24日，12月22日,",北京出发| 北京成团| 地中海明珠 美丽的沙滩 清澈的海水",null
http://www.tuniu.com/tour/210602084,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<奥匈捷斯+德国或波兰11-14日游>精选尾货，欧洲明星产品，全含4星，升一晚温泉酒店，伏尔塔瓦河游船，美泉宫，特色餐，三大赠送，wifi,￥12825,100%,4,2人,",圣维特大教堂，布拉格，柏林，萨尔茨堡博物馆，婚姻生活喷泉，德弗札克公园，布达皇宫，普伦莱茵广场，捷克国家歌剧院，奥迪博物馆",全景旅游,9月17日，9月27日，9月30日,",上海出发| 上海成团| 布拉格城堡 美泉宫渔人堡 哈尔施塔特 爸妈游精选 斯洛伐克 波兰初探访",null
http://www.tuniu.com/tour/210477094,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<英格兰-苏格兰-威尔士-北爱尔兰-爱尔兰15日游>维珍航空往返直飞，特色炸鱼炸薯餐，三大著名古堡，双学府，巨石阵，温德米尔湖，大本钟,￥21680,92%,57,13人,",都柏林之门，巨石阵，巴斯修道院，西敏寺大教堂，牛津大学，巨人之路，凤凰公园，爱丁堡城堡，莎士比亚故居，王子街花园",欢程假期,10月8日,",上海出发| 上海成团| 炸鱼炸薯条餐 11大景点 无自费 ",有自由活动
http://www.tuniu.com/tour/210206833,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<希腊+法国10-11日游>全线铁发，25人小团，欧洲蜜月季，4到5星，圣托里尼岛保证入住2晚悬崖酒店，巴黎全天自由活动，特色餐,￥16065,93%,56,16人,",大理石体育场，皇宫花园，卡兰巴卡，比雷埃夫斯市美术馆，盖布朗利博物馆，希腊国会大厦，米克诺斯岛，苏尼恩海角，雅典女人街，宪法广场",全景旅游,10月16日，10月27日，11月15日，1月27日，2月11日，3月12日,",上海出发| 上海成团| 悬崖酒店 蜜月布置 住宿升级 圣岛自由活动 伊亚最美落日 巴黎自由活动...",海滨/岛屿
http://www.tuniu.com/tour/210139106,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<俄罗斯8-11日游>自营，四星，近2000人出游，直飞，免费联运，克宫，冬宫，夏宫花园，地铁，42地堡，拉多加湖，烤鱼餐，夜卧升级高铁，2人WIFI，免签,￥9999,91%,1948,271人,",新圣女公墓，亚历山大花园，涅瓦大街，彼得保罗要塞，夏宫，红场，滴血大教堂，凯旋门，列宁墓，克里姆林宫",牛人专线,10月24日，11月21日,",北京出发| 北京成团| 近2000人出游，四星，克宫入内，升级高铁，夏宫花园 ，冬宫，地堡，拉...",免费WiFi
http://www.tuniu.com/tour/210139910,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,[国庆]<俄罗斯8-9日游>radisson游船，高铁，金环三镇，四宫入内，木屋博物馆，DIY套娃,￥15443,87%,12,1人,",",,,",北京出发| 北京成团| 四宫 金环三镇 木屋体验 DIY套娃",null
http://www.tuniu.com/tour/210587280,http://img3.tuniucdn.com/img/20161227/common/TN320.jpg,<东欧波兰+波罗的海4国13日游>精致20人团，4/5星，一价全含，海边酒店，维利奇卡盐矿，世外桃源萨列马岛，特色SPA，7处世遗，WIFI,￥24298,100%,27,4人,",华沙美人鱼，第九堡垒博物馆，希奥利艾十字架山，自由纪念碑，华沙老城，华沙总统府，基督复活大教堂，华沙圣十字教堂，维利奇卡盐矿博物馆，考纳斯城堡",斑马旅游,中秋，9月23日,",上海出发| 上海成团| 高端东欧游 欧洲立陶宛 拉脱维亚 爱沙尼亚 帕尔努 塔林绕城电车",人文探索免费WiFi
